applicant_id,municipality,application_year,selected,male,age_at_application,has_phone,ses_stratum,neighborhood,age_at_survey,survey_month,survey_form,household_visit,mother_educ,father_educ,mother_age,father_age,father_income_high,receiving_aid_now,started_g6_private,started_g7_private,in_private_now,in_school_now,highest_grade,finished_g6,finished_g7,finished_g8,repeats_g6,ever_repeated,total_repeats,years_in_school,married_or_cohab,has_child,working,hours_worked,cohort,private_history_g6_g7_current,g6_to_current_exit,g6_to_g7_nonprivate_start,earlier_private_to_current_exit,g6_private_g7_nonprivate_current_private,current_exit_schooling_status,age_change
101270,B,2018,0,0,10,1,2,,15,7,1,1,,8.0,,37.0,1,0,1,1,0,1,9,1,1,1,0,0,0,6,0,0,0,0.0,B2018,1->1->0,1,0,1,0,enrolled_nonprivate,5.0
101272,A,2020,0,0,12,1,1,,14,3,0,0,2.0,11.0,43.0,38.0,0,0,1,0,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,2.0
101279,A,2022,0,0,12,1,2,,13,4,1,0,6.0,3.0,42.0,50.0,0,0,1,1,0,1,6,1,0,0,0,1,1,2,0,0,0,0.0,A2022,1->1->0,1,0,1,0,enrolled_nonprivate,1.0
101288,A,2020,1,0,12,1,3,6,14,4,0,0,4.0,6.0,38.0,48.0,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,2.0
101289,A,2020,0,0,12,1,2,,15,3,0,0,5.0,6.0,36.0,37.0,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,3.0
101291,A,2020,1,1,12,1,3,8,15,8,1,0,4.0,11.0,45.0,50.0,0,0,1,0,0,0,6,1,0,0,1,1,1,2,0,0,1,40.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,3.0
101295,A,2022,0,0,14,1,1,,15,11,1,0,5.0,4.0,40.0,45.0,0,0,1,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0.0,A2022,1->0->0,1,1,1,0,enrolled_nonprivate,1.0
101296,A,2020,0,0,,1,1,19,14,1,1,0,2.0,,31.0,,,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,
101298,A,2020,1,1,13,1,3,11,15,4,0,1,5.0,5.0,34.0,40.0,0,0,1,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,2.0
101299,A,2020,0,1,11,1,2,,13,3,0,0,,,47.0,48.0,,0,1,1,0,1,8,1,1,1,0,1,1,4,0,0,0,0.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,2.0
101300,A,2020,0,1,14,1,2,19,16,4,0,0,2.0,3.0,37.0,43.0,0,0,1,1,0,0,8,1,1,1,0,0,0,3,0,0,1,40.0,A2020,1->1->0,1,0,1,0,not_currently_enrolled,2.0
101301,A,2020,0,0,14,1,2,19,17,3,0,0,6.0,6.0,34.0,40.0,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,3.0
101302,A,2020,0,0,14,1,2,7,16,8,1,0,7.0,8.0,39.0,49.0,1,0,1,1,0,0,7,1,1,0,0,0,0,2,0,0,1,40.0,A2020,1->1->0,1,0,1,0,not_currently_enrolled,2.0
101311,A,2020,0,1,13,1,2,6,16,4,0,0,5.0,5.0,45.0,50.0,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,1,40.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,3.0
101313,A,2022,0,1,12,1,3,,13,7,1,0,7.0,11.0,45.0,47.0,,0,1,0,0,1,6,1,0,0,1,1,1,2,0,0,0,0.0,A2022,1->0->0,1,1,1,0,enrolled_nonprivate,1.0
101317,A,2020,0,0,,1,1,,13,4,0,0,,,33.0,,,0,1,0,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,
101319,A,2020,1,0,13,1,2,19,15,3,0,0,5.0,5.0,53.0,54.0,0,0,1,0,0,1,8,1,1,1,1,1,1,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,2.0
101321,A,2020,0,0,14,1,1,19,16,3,0,0,,,,,,0,1,0,0,0,7,1,1,0,0,0,0,3,0,0,1,40.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,2.0
101322,A,2020,0,0,11,1,1,19,13,3,0,0,3.0,,47.0,52.0,0,0,1,0,0,1,7,1,1,0,0,1,1,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,2.0
101323,A,2020,0,1,14,1,,5,16,3,0,0,0.0,8.0,34.0,45.0,0,0,1,0,0,0,8,1,1,1,0,0,0,3,0,0,1,40.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,2.0
101325,B,2018,1,1,12,1,2,,17,7,1,1,6.0,11.0,48.0,51.0,0,0,1,0,0,0,7,1,1,0,0,0,0,3,0,0,1,10.0,B2018,1->0->0,1,1,1,0,not_currently_enrolled,5.0
101327,A,2020,0,0,,1,2,5,15,4,0,0,5.0,,47.0,54.0,,0,1,0,0,1,7,1,1,0,0,0,0,3,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,
101330,A,2020,0,1,15,1,,,18,3,0,0,,5.0,41.0,50.0,0,0,1,1,0,1,9,1,1,1,0,0,0,5,0,0,0,0.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,3.0
101332,A,2022,0,0,10,1,,,12,4,1,0,7.0,3.0,36.0,38.0,0,0,1,0,0,1,7,1,1,0,0,0,0,2,0,0,0,0.0,A2022,1->0->0,1,1,1,0,enrolled_nonprivate,2.0
101335,B,2018,1,1,14,0,2,,19,6,1,1,,2.0,,41.0,0,0,1,1,0,0,7,1,1,0,0,0,0,2,0,0,1,0.0,B2018,1->1->0,1,0,1,0,not_currently_enrolled,5.0
101337,A,2020,0,0,12,1,2,19,15,7,1,0,3.0,3.0,42.0,48.0,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,3.0
101340,A,2020,0,1,12,1,2,,14,4,0,0,11.0,11.0,39.0,39.0,0,1,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,2.0
101342,A,2020,1,0,12,1,3,14,14,4,0,0,5.0,5.0,38.0,48.0,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,2.0
101345,A,2020,0,0,13,1,2,18,15,3,0,0,,,39.0,42.0,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,2.0
101346,A,2020,1,1,,1,,19,15,3,0,0,5.0,6.0,32.0,45.0,0,0,1,1,0,0,8,1,1,1,0,0,0,3,0,0,0,0.0,A2020,1->1->0,1,0,1,0,not_currently_enrolled,
101348,A,2020,1,0,13,1,2,15,15,4,0,0,6.0,,37.0,40.0,,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,2.0
101349,A,2020,1,1,16,1,1,5,18,6,0,0,8.0,,34.0,,,0,1,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,2.0
101352,A,2020,0,0,13,1,,17,15,3,0,0,,5.0,35.0,40.0,0,0,1,1,0,0,6,1,0,0,0,0,0,2,0,0,0,0.0,A2020,1->1->0,1,0,1,0,not_currently_enrolled,2.0
101354,A,2020,1,0,,1,2,19,16,3,0,0,5.0,9.0,37.0,38.0,0,0,1,1,0,0,6,1,0,0,0,0,0,2,0,0,0,0.0,A2020,1->1->0,1,0,1,0,not_currently_enrolled,
101355,A,2022,0,1,16,1,2,,16,7,1,0,5.0,5.0,45.0,52.0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,1,40.0,A2022,1->0->0,1,1,1,0,not_currently_enrolled,0.0
101364,A,2020,0,1,13,1,,,15,4,0,0,5.0,5.0,50.0,60.0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,1,40.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,2.0
101365,A,2020,0,1,12,1,2,15,14,5,0,0,5.0,3.0,32.0,40.0,0,0,1,0,0,1,6,1,0,0,1,1,1,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,2.0
101369,A,2020,1,1,14,1,3,10,17,7,1,0,5.0,7.0,39.0,44.0,0,0,1,1,0,0,8,1,1,1,0,1,1,4,0,0,1,36.0,A2020,1->1->0,1,0,1,0,not_currently_enrolled,3.0
101372,A,2022,1,1,11,1,1,,12,7,1,0,8.0,5.0,34.0,37.0,0,0,1,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0.0,A2022,1->0->0,1,1,1,0,enrolled_nonprivate,1.0
101373,A,2020,1,1,14,1,,19,17,5,0,0,5.0,,40.0,,,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,1,40.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,3.0
101376,A,2022,0,0,12,1,,,13,7,1,0,,5.0,,38.0,0,0,1,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0.0,A2022,1->0->0,1,1,1,0,enrolled_nonprivate,1.0
101378,A,2020,0,1,13,1,,5,16,3,0,0,,,43.0,,,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,3.0
101380,A,2020,0,0,11,1,,,14,6,0,0,6.0,5.0,48.0,50.0,0,1,1,1,0,1,7,1,1,0,0,1,1,4,0,0,0,0.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,3.0
101385,A,2020,0,0,13,1,,,15,3,0,0,11.0,,30.0,36.0,,0,1,1,0,1,7,1,1,0,0,0,0,4,0,0,0,0.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,2.0
101387,B,2018,0,0,13,0,2,,17,6,1,1,9.0,5.0,37.0,40.0,1,0,1,1,0,1,8,1,1,1,0,1,1,6,0,0,0,0.0,B2018,1->1->0,1,0,1,0,enrolled_nonprivate,4.0
101393,B,2018,0,1,,0,2,,18,8,1,1,,3.0,,51.0,0,0,1,0,0,1,8,1,1,1,1,1,1,5,0,0,0,0.0,B2018,1->0->0,1,1,1,0,enrolled_nonprivate,
101397,B,2018,1,0,14,1,2,,19,5,1,1,3.0,5.0,48.0,49.0,0,0,1,1,0,0,9,1,1,1,0,0,0,4,0,0,1,8.0,B2018,1->1->0,1,0,1,0,not_currently_enrolled,5.0
101401,A,2020,0,0,13,1,1,19,15,3,0,0,9.0,6.0,40.0,35.0,1,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,2.0
101409,A,2020,1,1,15,1,3,17,17,9,1,1,10.0,5.0,42.0,46.0,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,1,20.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,2.0
101412,A,2020,1,0,,1,,19,19,3,0,0,5.0,5.0,42.0,45.0,0,0,1,1,0,0,7,1,1,0,0,0,0,2,0,0,0,0.0,A2020,1->1->0,1,0,1,0,not_currently_enrolled,
101418,A,2020,1,1,13,1,1,5,16,3,0,0,6.0,,33.0,31.0,,0,1,0,0,1,7,1,1,0,0,0,0,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,3.0
101422,A,2020,0,0,11,1,1,11,13,2,0,1,8.0,,36.0,,,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,2.0
101423,A,2020,0,1,13,1,2,11,15,2,0,1,4.0,2.0,50.0,52.0,0,0,1,1,0,0,7,1,1,0,0,0,0,2,0,0,1,8.0,A2020,1->1->0,1,0,1,0,not_currently_enrolled,2.0
101424,A,2020,0,1,12,1,2,5,14,5,0,0,,,41.0,45.0,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,2.0
101434,A,2020,0,0,12,1,1,,15,5,0,0,0.0,3.0,35.0,37.0,0,0,1,0,0,1,5,0,0,0,1,1,1,3,0,0,1,40.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,3.0
101441,A,2020,0,1,12,1,,7,15,4,0,0,6.0,6.0,42.0,45.0,0,0,1,0,0,1,5,0,0,0,1,1,1,3,0,0,1,40.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,3.0
101446,A,2020,1,0,12,1,,7,14,3,0,0,9.0,,50.0,,,0,1,1,0,0,8,1,1,1,0,0,0,3,,,0,0.0,A2020,1->1->0,1,0,1,0,not_currently_enrolled,2.0
101448,A,2020,0,1,13,1,2,5,15,8,1,0,,0.0,38.0,51.0,0,0,1,1,0,1,7,1,1,0,0,1,1,4,0,0,0,0.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,2.0
101451,A,2020,1,1,12,1,2,19,15,8,1,0,5.0,4.0,35.0,34.0,0,0,1,0,0,0,6,1,0,0,1,1,1,3,0,0,1,32.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,3.0
101452,A,2020,1,1,14,1,1,11,16,3,0,1,3.0,5.0,36.0,46.0,0,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,1,8.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,2.0
101455,A,2020,0,1,15,1,,5,18,5,0,0,5.0,7.0,47.0,60.0,0,0,1,1,0,0,6,1,0,0,0,0,0,2,0,0,0,0.0,A2020,1->1->0,1,0,1,0,not_currently_enrolled,3.0
101457,A,2020,0,0,13,1,2,7,16,3,0,0,6.0,6.0,42.0,49.0,0,0,1,1,0,0,7,1,1,0,0,0,0,3,1,1,0,0.0,A2020,1->1->0,1,0,1,0,not_currently_enrolled,3.0
101459,A,2020,1,1,15,1,,,17,6,0,0,1.0,,36.0,,,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,1,40.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,2.0
101461,A,2020,1,1,15,1,2,12,17,3,0,0,5.0,,40.0,55.0,,0,1,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,2.0
101467,A,2020,0,1,12,1,,5,15,1,1,0,3.0,2.0,50.0,55.0,0,0,1,0,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,3.0
101469,A,2020,1,1,15,1,1,19,18,1,1,0,2.0,1.0,42.0,54.0,0,0,1,1,0,0,8,1,1,1,1,1,1,4,0,0,1,40.0,A2020,1->1->0,1,0,1,0,not_currently_enrolled,3.0
101476,A,2022,1,1,14,1,,,15,7,1,0,5.0,7.0,39.0,42.0,0,1,1,0,1,1,5,0,0,0,1,1,1,2,0,0,0,0.0,A2022,1->0->1,0,1,0,1,not_an_observed_current_exit,1.0
101479,A,2020,0,0,14,1,2,4,17,5,0,0,3.0,0.0,43.0,91.0,0,0,0,1,0,0,9,1,1,1,0,0,0,2,0,0,1,40.0,A2020,0->1->0,,,1,0,not_currently_enrolled,3.0
101485,A,2020,1,1,14,1,,5,17,4,0,0,7.0,,37.0,,,0,1,1,0,0,7,1,1,0,0,0,0,2,0,0,0,0.0,A2020,1->1->0,1,0,1,0,not_currently_enrolled,3.0
101486,A,2020,0,0,15,1,2,,17,6,0,0,3.0,,67.0,51.0,,0,1,1,0,0,7,1,1,0,0,0,0,2,0,0,1,40.0,A2020,1->1->0,1,0,1,0,not_currently_enrolled,2.0
101488,B,2018,0,1,15,0,3,,19,7,1,1,,,,,,0,1,1,0,0,9,1,1,1,0,0,0,4,0,0,1,40.0,B2018,1->1->0,1,0,1,0,not_currently_enrolled,4.0
101489,A,2022,0,0,11,1,,,11,7,1,0,8.0,8.0,37.0,34.0,0,0,1,0,1,1,5,0,0,0,0,0,0,1,0,0,0,0.0,A2022,1->0->1,0,1,0,1,not_an_observed_current_exit,0.0
101498,A,2020,0,0,12,1,1,6,15,7,1,0,5.0,6.0,35.0,39.0,0,0,1,0,0,0,7,1,1,0,1,1,1,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,3.0
101503,A,2022,1,0,15,1,2,,14,8,1,0,11.0,9.0,44.0,39.0,0,0,0,1,0,0,6,1,0,0,1,1,1,3,0,0,0,0.0,A2022,0->1->0,,,1,0,not_currently_enrolled,-1.0
101519,A,2020,0,1,14,1,2,5,16,3,0,0,,,,,,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,2.0
101521,A,2020,0,0,11,1,2,7,14,7,1,0,5.0,11.0,37.0,43.0,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,1,6.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,3.0
101523,A,2020,0,1,14,1,2,19,16,3,0,0,5.0,6.0,56.0,51.0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,1,40.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,2.0
101528,B,2018,1,0,15,0,1,,20,7,1,1,5.0,5.0,38.0,59.0,0,0,1,1,0,0,8,1,1,1,0,0,0,3,0,1,1,0.0,B2018,1->1->0,1,0,1,0,not_currently_enrolled,5.0
101540,A,2020,0,0,14,1,2,19,16,2,0,0,6.0,,42.0,,,0,1,0,0,0,7,1,1,0,0,0,0,2,1,0,0,0.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,2.0
101547,A,2020,1,0,13,1,2,18,16,4,1,0,2.0,5.0,52.0,48.0,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,3.0
101550,A,2020,0,1,,1,1,19,17,3,0,0,5.0,,56.0,,,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,1,40.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,
101570,A,2020,0,1,15,1,,,17,4,0,0,8.0,10.0,41.0,53.0,0,0,1,0,0,0,5,0,0,0,1,1,1,2,0,0,1,40.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,2.0
101573,A,2020,0,0,14,1,2,19,17,5,0,0,7.0,,44.0,,,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,3.0
101574,B,2018,1,0,13,0,1,,18,7,1,1,,,,,,0,1,0,0,1,8,1,1,1,1,1,1,6,0,0,0,0.0,B2018,1->0->0,1,1,1,0,enrolled_nonprivate,5.0
101575,A,2022,0,1,11,1,2,,12,12,1,0,7.0,7.0,30.0,36.0,0,0,1,0,1,1,5,0,0,0,1,1,1,2,0,0,0,0.0,A2022,1->0->1,0,1,0,1,not_an_observed_current_exit,1.0
101577,A,2020,0,1,11,1,3,15,14,3,0,0,,,35.0,,,0,1,0,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,3.0
101583,A,2020,0,0,13,1,,11,15,9,1,1,4.0,5.0,37.0,38.0,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,2.0
101584,A,2020,1,1,13,1,1,19,16,3,0,0,,,36.0,,,0,1,0,0,1,5,0,0,0,0,0,0,2,0,0,1,40.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,3.0
101585,A,2020,0,0,,1,1,19,14,3,0,0,5.0,5.0,46.0,47.0,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,
101586,A,2020,1,0,11,1,1,,14,3,0,0,5.0,5.0,36.0,36.0,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,3.0
101592,A,2020,0,0,13,1,1,,15,3,0,0,7.0,,37.0,,,0,1,0,0,1,6,1,0,0,0,0,0,4,0,0,0,0.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,2.0
101593,A,2020,1,0,12,1,3,18,15,8,1,0,3.0,3.0,45.0,50.0,0,0,1,0,0,0,6,1,0,0,1,1,1,3,0,0,1,8.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,3.0
101601,A,2020,0,0,11,1,2,4,13,3,0,0,9.0,7.0,38.0,42.0,1,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,2.0
101608,A,2020,1,1,14,1,,,16,4,0,0,,,38.0,,,0,1,0,0,1,5,0,0,0,0,0,0,2,0,0,1,40.0,A2020,1->0->0,1,1,1,0,enrolled_nonprivate,2.0
101609,A,2020,0,1,12,1,2,4,14,3,0,0,,,40.0,,,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0.0,A2020,1->0->0,1,1,1,0,not_currently_enrolled,2.0
101610,A,2020,1,0,11,1,1,,14,8,1,0,5.0,2.0,35.0,46.0,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,3.0
101616,A,2020,1,0,12,1,1,,14,5,0,0,1.0,0.0,55.0,55.0,0,0,1,1,0,1,7,1,1,0,0,0,0,4,0,0,0,0.0,A2020,1->1->0,1,0,1,0,enrolled_nonprivate,2.0
